Company/Brand,Car Name,Battery Capacity (CC),Horsepower (hp),Top Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
Chevrolet,Tahoe,5300 cc,355,200,7.5,56995,P,7,519
Chevrolet,Suburban,5300 cc,355,190,7.6,59900,P,8,519
Chevrolet,Colorado,2700 cc,310,190,6.8,30695,P,5,583
Chevrolet,Silverado 1500,5300 cc,355,180,7,42795,P,6,519
Chevrolet,Silverado 2500HD,6600 cc,401,170,8,41500,P,6,629
Chevrolet,Silverado 3500HD,6600 cc,445,160,8.5,45500,D,6,1234
Chevrolet,Bolt EV,66 kWh,200,150,6.5,27495,E,5,360
Chevrolet,Bolt EUV,66 kWh,200,150,7,28795,E,5,360
Chevrolet,Trailblazer,1300 cc,155,200,9.4,23100,P,5,236
Chevrolet,Malibu Premier,2000 cc,250,240,5.8,33500,P,5,353
Chevrolet,Camaro ZL1,6200 cc,650,318,3.5,67300,P,4,881
Chevrolet,Corvette Stingray,6200 cc,495,312,3,65895,P,2,637
Chevrolet,Silverado 1500 High Country,5300 cc,355,180,7,61595,P,6,519
Chevrolet,Silverado 1500 Trail Boss,5300 cc,355,180,7,55895,P,6,519
Chevrolet,Silverado 1500 RST,5300 cc,355,180,7.1,50895,P,6,519
Chevrolet,Colorado ZR2,2800 cc,181,160,9.1,48295,D,5,500
Chevrolet,Traverse Premier,3600 cc,310,210,7,46600,P,7,360
Chevrolet,Equinox Premier,1500 cc,170,200,8.8,33400,P,5,275
Chevrolet,Blazer RS,3600 cc,308,220,6.6,48900,P,5,366
Chevrolet,Bolt EV 2LT,66 kWh,200,150,6.7,28795,E,5,360
Chevrolet,Camaro SS,6200 cc,455,290,4.3,43500,P,4,617
Chevrolet,Corvette Grand Sport,6200 cc,460,290,3.9,65900,P,2,630
Chevrolet,Traverse RS,3600 cc,310,210,7,43700,P,7,360
Chevrolet,Blazer Premier,3600 cc,308,220,6.6,45000,P,5,366
Chevrolet,Malibu LT,1500 cc,160,210,8.5,25800,P,5,250
Chevrolet,Spark Activ,1400 cc,98,180,11,17595,P,5,127
Chevrolet,Trax LT,1200 cc,137,200,9.2,24100,P,5,220
Chevrolet,Equinox LT,1500 cc,170,200,8.9,28400,P,5,275
Chevrolet,Silverado 3500HD High Country,6600 cc,445,160,8.5,75700,D,6,1234
Chevrolet,Colorado WT,2700 cc,310,190,6.9,29200,P,5,583
Chevrolet,Suburban High Country,6200 cc,420,200,7,82400,P,8,624
Chevrolet,Silverado Custom,4300 cc,285,180,8.5,33900,P,6,413
Chevrolet,Spark LS,1400 cc,98,180,10.9,14395,P,5,127
Chevrolet,Traverse LT,3600 cc,310,210,7.1,37200,P,7,360
Chevrolet,Blazer LT,2500 cc,193,200,9,36100,P,5,255
Chevrolet,Malibu Premier,2000 cc,250,240,5.8,34500,P,5,353
Chevrolet,Equinox RS,1500 cc,170,200,8.8,31900,P,5,275
Chevrolet,Silverado 1500 Custom,4300 cc,285,180,8.6,34900,P,6,413
Chevrolet,Silverado 2500HD LTZ,6600 cc,445,160,8.4,56400,D,6,1234
Chevrolet,Tahoe RST,5300 cc,355,180,7.4,64100,P,7,519
Chevrolet,Suburban LT,5300 cc,355,180,5.1,64400,P,8,519
Chevrolet,Bolt EV Premier,66 kWh,200,150,6.5,31700,E,5,360
Chevrolet,Tahoe LS,5300 cc,355,180,7.5,56995,P,8,519
Chevrolet,Tahoe LT,5300 cc,355,180,7.4,62495,P,8,519
Chevrolet,Tahoe RST,5300 cc,355,180,7.4,64100,P,7,519
Chevrolet,Tahoe Z71,5300 cc,355,180,7.6,66700,P,7,519
Chevrolet,Tahoe Premier,6200 cc,420,200,6.8,71600,P,7,624
Chevrolet,Tahoe High Country,6200 cc,420,200,6.7,76700,P,7,624
Chevrolet,Tahoe Midnight Edition,5300 cc,355,180,7.5,65500,P,8,519
Chevrolet,Tahoe Sport Edition,6200 cc,420,200,6.8,70000,P,7,624
GMC,Terrain,1500 cc,175,190,9.5,29900,P,5,275
GMC,Acadia,2000 cc,228,200,7.8,36800,P,7,350
GMC,Yukon,5300 cc,355,180,7.4,57400,P,8,519
GMC,Yukon XL,6200 cc,420,200,6.9,61100,P,8,624
GMC,Canyon,2700 cc,310,190,7.6,36900,P,5,583
GMC,Sierra 1500,5300 cc,355,180,7.3,37100,P,6,519
GMC,Sierra 2500HD,6600 cc,401,175,7.5,43900,D,6,629
GMC,Sierra 3500HD,6600 cc,445,175,7.4,49000,D,6,1234
GMC,Hummer EV Pickup,212 kWh,625,170,3,108700,E,5,373
GMC,Hummer EV SUV,212 kWh,625,170,3.5,105600,E,5,373
GMC,Yukon Denali,6200 cc,420,200,6.8,72800,P,8,624
GMC,Sierra Denali,6200 cc,420,190,6.7,66800,P,6,624
GMC,Terrain AT4,1500 cc,175,190,9.6,36500,P,5,275
GMC,Acadia AT4,3600 cc,310,210,7.6,41400,P,6,366
GMC,Sierra 1500 AT4,5300 cc,355,180,7.4,53800,P,6,519
GMC,Sierra 2500HD Denali,6600 cc,401,175,7.5,72200,D,6,1234
GMC,Sierra Elevation,2700 cc,310,190,7.6,45000,P,5,583
GMC,Canyon AT4,2700 cc,310,190,7.5,43900,P,5,583
GMC,Canyon Denali,2700 cc,310,190,7.5,48000,P,5,583
GMC,Yukon XL Denali Ultimate,6200 cc,420,200,6.7,93800,P,8,624
GMC,Terrain Denali,1500 cc,175,190,9.5,38600,P,5,275
GMC,Acadia Denali,"3,564 cc",310,210,6.5,54300,P,7,366
GMC,Yukon AT4,"5,327 cc",355,210,7.1,71505,P,8,519
GMC,Yukon XL AT4,"5,327 cc",355,210,7.3,73305,P,8,519
GMC,Sierra 1500 Elevation,"2,713 cc",310,180,7,52000,P,5,569
GMC,Sierra 1500 SLT,"5,327 cc",355,180,6.8,56000,P,5,519
GMC,Sierra 2500HD AT4,"6,600 cc",401,170,7.5,70000,P,5,629
GMC,Sierra 3500HD AT4,"6,600 cc",401,170,7.7,72000,P,5,629
GMC,Canyon Elevation,"2,488 cc",200,175,8.5,36300,P,5,259
GMC,Canyon Denali Black Edition,"3,564 cc",308,180,6.9,44000,P,5,373
GMC,Sierra 1500 Denali Ultimate,"6,162 cc",420,200,5.8,80000,P,5,624
GMC,Yukon XL Denali Reserve,"6,162 cc",420,210,6,82000,P,7,624
GMC,Terrain Elevation Edition,"1,490 cc",170,200,9.3,28700,P,5,275
GMC,Acadia Black Edition,"3,564 cc",310,210,6.5,45000,P,7,366
GMC,Hummer EV SUV Edition 1,200 kWh,272,170,3.5,96550,E,5,15590
GMC,Hummer EV Pickup Edition 1,200 kWh,272,170,3,96550,E,5,15590
GMC,Sierra Denali CarbonPro,"6,162 cc",420,200,5.8,65000,P,5,624
GMC,Yukon Denali Performance,"6,162 cc",420,210,6,76805,P,8,624
GMC,Sierra 2500HD Denali Black Edition,"6,600 cc",401,170,7.5,75000,P,5,629
GMC,Canyon AT4X,"3,564 cc",308,180,6.9,50000,P,5,373
GMC,Yukon XL SLT,"5,327 cc",355,210,7.3,65000,P,8,519
GMC,Sierra 1500 Pro,"4,300 cc",285,180,7.5,37700,P,3,413
GMC,Sierra 2500HD Pro,"6,600 cc",401,170,7.7,60000,P,3,629
GMC,Sierra 3500HD Pro,"6,600 cc",401,170,7.8,62000,P,3,629
GMC,Terrain SLT,"1,490 cc",170,200,9.4,31000,P,5,275
GMC,Acadia SLE,"3,564 cc",310,210,6.6,40000,P,7,366
GMC,Canyon SLT,"2,488 cc",200,175,8.6,38000,P,5,259
GMC,Yukon XL Elevation,"5,327 cc",355,210,7.4,75000,P,8,519
GMC,Sierra 1500 AT4X,"6,162 cc",420,200,5.9,82000,P,5,624
GMC,Hummer EV SUV Extreme Off-Road,200 kWh,272,170,3.6,110000,E,5,15590
GMC,Sierra EV Denali,200 kWh,272,170,4.5,108700,E,5,1064
GMC,Hummer EV Omega Edition,200 kWh,272,170,3,112700,E,5,15590
GMC,Canyon AT4X Edition 1,"3,564 cc",308,180,6.8,55000,P,5,373
GMC,Yukon Denali Ultimate Black,"6,162 cc",420,210,6,90000,P,8,624
GMC,Sierra HD Denali Reserve,"6,600 cc",401,170,7.5,85000,P,5,629
GMC,Acadia Denali Ultimate,"3,564 cc",310,210,6.5,60000,P,7,366
GMC,Terrain All-Terrain Edition,"1,490 cc",170,200,9.3,35000,P,5,275
GMC,Yukon Trailering Edition,"5,327 cc",355,210,7.5,78000,P,8,519
GMC,Hummer EV Adventure Series,200 kWh,272,170,3.6,105000,E,5,15590
Kia,Rio,1591 cc,120,180,10.3,17000,P,5,151
Kia,Rio 5-Door,1591 cc,120,180,10.3,18000,P,5,151
Kia,Seltos Nightfall Edition,1591 cc,175,210,7.5,28000,P,5,264
Peugeot,508 PSE (Peugeot Sport Engineered),"1,599 cc (petrol) + Electric Motor",360,250,5.2,55000,H,5,520
Kia,Sorento X-Line,2500 cc,277,220,7,42000,P,7,421
Kia,Telluride SX,3778 cc,291,240,7,50000,P,7,355
Kia,Forte LXS,1999 cc,147,190,9.2,19000,P,5,179
Kia,K5 EX,1591 cc,180,220,7.8,28500,P,5,264
Kia,Niro Plug-In Hybrid,1591 cc,139,180,10.5,33000,H,5,265
Kia,EV6 Wind,77.4 kWh,225,190,5.2,50000,E,5,350
Kia,Soul Turbo,1591 cc,201,200,6.5,28000,P,5,264
Kia,Seltos SX,1591 cc,175,210,7.5,28500,P,5,264
Kia,Stinger Scorpion Edition,2500 cc,300,270,5,55000,P,5,422
Kia,Sorento Hybrid SX Prestige,1591 cc,227,200,7.9,47000,H,7,352
Kia,Carnival EX,3500 cc,290,220,8,42500,P,8,355
Kia,Telluride Nightfall Edition,3778 cc,291,240,7,51000,P,7,355
Peugeot,508 Plug-In Hybrid,"1,598 cc (petrol) + Electric Motor",225,210,7.5,44000,H,5,360
Kia,EV6 First Edition,77.4 kWh,320,230,5,58000,E,5,450
Kia,Niro Touring,1591 cc,139,180,10.5,33000,H,5,265
Kia,Forte GT-Line,1591 cc,201,200,6.5,25000,P,5,264
Kia,Seltos EX,1999 cc,146,190,9,23500,P,5,179
Peugeot,3008 Plug-In Hybrid,"1,598 cc (petrol) + Electric Motor",225,210,7,42000,H,5,360
Kia,Sorento LX,2500 cc,191,210,8.5,35500,P,7,246
Kia,Telluride EX,3778 cc,291,240,7,44000,P,7,355
Kia,Soul EX,1999 cc,147,190,9.5,22000,P,5,179
Kia,Forte FE,1999 cc,147,190,9.2,18500,P,5,179
Kia,K5 GT-Line,1591 cc,180,220,7.8,29000,P,5,264
Kia,Carnival LXS,3500 cc,290,220,8,39500,P,8,355
Kia,EV6 Light,77.4 kWh,225,190,5.2,46000,E,5,350
Kia,Niro EX,1591 cc,139,180,10.5,30000,H,5,265
Kia,Stinger GT,3300 cc,365,270,4.7,51500,P,5,510
Kia,Sorento SX Prestige,1591 cc,227,200,7.9,48000,H,7,352
Kia,Telluride SX Prestige,3778 cc,291,240,7,52000,P,7,355
Peugeot,508 Hybrid4,"1,598 cc (petrol) + Electric Motor",300,235,6,47000,H,5,520
Kia,EV6 GT Performance,77.4 kWh,577,260,3.5,65000,E,5,740
Kia,Niro SX Touring,1591 cc,139,180,10.5,34500,H,5,265
Kia,Carnival SX Prestige,3500 cc,290,220,8,47000,P,8,355
Kia,Seltos SX Turbo,1591 cc,175,210,7.5,32000,P,5,264
Kia,Forte EX Premium,1999 cc,147,190,9.2,22500,P,5,179
Kia,Soul EX Designer Edition,1999 cc,147,190,9.5,23500,P,5,179
Kia,Rio S,1591 cc,120,180,10.3,17500,P,5,151
Kia,Rio 5-Door S,1591 cc,120,180,10.3,18000,P,5,151
Kia,Soul S,1999 cc,147,190,9.5,20500,P,5,179
Kia,Seltos LX,1999 cc,146,190,9.2,23000,P,5,179
Peugeot,3008 Hybrid4,"1,599 cc (Petrol) + Electric Motor",300,235,6,45000,H,5,520
Kia,Sorento Hybrid EX,1591 cc,227,200,7.9,47000,H,7,352
Kia,Telluride LX,3778 cc,291,240,7,41500,P,7,355
Kia,Carnival MPV EX,3500 cc,290,220,8,43500,P,8,355
Kia,EV6 AWD GT-Line,77.4 kWh,320,230,5,60000,E,5,450
Kia,Forte GT Turbo,1591 cc,201,200,6.5,25500,P,5,264
Kia,Soul GT Designer Edition,1999 cc,147,190,9.5,23000,P,5,179
Kia,Seltos X-Line Turbo,1591 cc,175,210,7.5,30000,P,5,264
Peugeot,e-2008 GT,50 kWh,136,200,8.5,40000,E,5,260
Kia,Telluride Limited Edition,3778 cc,291,240,7,53000,P,7,355
Kia,Stinger GT-Line,2500 cc,300,270,5,50000,P,5,422
Kia,Carnival Special Edition,3500 cc,290,220,8,45500,P,8,355
Kia,Niro SX Hybrid,1591 cc,139,180,10.5,36000,H,5,265
Kia,EV6 First Edition AWD,77.4 kWh,320,230,5,62000,E,5,450
Kia,Sorento X-Pro Hybrid,1591 cc,227,200,7.8,49000,H,7,352
Kia,Forte Limited Edition,1999 cc,147,190,9.2,22500,P,5,179
Bugatti,Chiron,7993 cc,1500,420,2.5,3000000,P,2,1600
Bugatti,Chiron Pur Sport,7993 cc,1500,350,2.3,3300000,P,2,1600
Bugatti,Chiron Super Sport,7993 cc,1600,490,2.4,3500000,P,2,1600
Bugatti,Chiron Sport,7993 cc,1500,420,2.4,3300000,P,2,1600
Bugatti,Chiron Noire,7993 cc,1500,420,2.5,3300000,P,2,1600
Bugatti,Divo,7993 cc,1500,380,2.4,5800000,P,2,1600
Bugatti,Centodieci,7993 cc,1600,380,2.4,9000000,P,2,1600
Bugatti,La Voiture Noire,7993 cc,1500,420,2.5,18000000,P,2,1600
Bugatti,Bolide,7993 cc,1850,500,2.2,4500000,P,2,1600
Bugatti,Mistral,7993 cc,1600,420,2.4,5000000,P,2,1600
Volvo,Volvo FH,13000 cc,540,120,15,120000,D,2,2600
Volvo,Volvo FH16,16100 cc,750,120,14.5,160000,D,2,3500
Volvo,Volvo FM,12800 cc,460,110,16,100000,D,2,2200
Volvo,Volvo FMX,13000 cc,500,110,16.5,110000,D,2,2500
Volvo,Volvo VNL,12800 cc,500,120,15,125000,D,2,2400
Volvo,Volvo VNR,12800 cc,400,110,17,95000,D,2,1800
Volvo,Volvo VHD,12800 cc,500,100,18,120000,D,2,2500
Volvo,Volvo FE,7700 cc,280,90,20,85000,D,2,1200
Volvo,Volvo FL,5100 cc,180,80,22,75000,D,2,800
Jaguar Land Rover,Jaguar F-Type,2995 cc (V6),335,260,5.1,70000,P,2,450
Jaguar Land Rover,Jaguar XE,1999 cc (I4),250,250,6.5,45000,P,5,365
Jaguar Land Rover,Jaguar XF,1999 cc (I4),250,250,6.5,50000,P,5,365
Jaguar Land Rover,Jaguar XJ,2995 cc (V6),300,250,6,85000,P,5,400
Jaguar Land Rover,Jaguar E-PACE,1999 cc (I4),200,230,7,50000,P,5,430
Jaguar Land Rover,Jaguar I-PACE,90 kWh (Battery),400,200,4.8,70000,E,5,696
Jaguar Land Rover,Jaguar F-PACE,1999 cc (I4) / 2995 cc (V6),272,230,6.3,47000,P,5,373
Jaguar Land Rover,Jaguar X-TYPE,1998 cc (I4),160,215,9,40000,P,5,215
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,1999 cc (I4) / 2995 cc (V6),340,250,5.4,65000,P,5,480
Jaguar Land Rover,Jaguar XE R-Dynamic,1999 cc (I4),340,250,5.4,60000,P,5,450
Jaguar Land Rover,Jaguar F-Type SVR,5000 cc (V8),575,320,3.7,120000,P,2,700
Jaguar Land Rover,Jaguar I-PACE Electric Performance,90 kWh (Battery),400,200,4.5,85000,E,5,696
Jaguar Land Rover,Jaguar F-PACE SVR,5000 cc (V8),550,283,4,85000,P,5,700
Jaguar Land Rover,Jaguar XE S,1999 cc (I4),340,250,5.3,55000,P,5,450
Jaguar Land Rover,Jaguar XF R-Dynamic,1999 cc (I4) / 2995 cc (V6),340,250,5.4,65000,P,5,480
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),2995 cc (V6),300,250,6,90000,P,5,400
Jaguar Land Rover,Jaguar F-Type Heritage Edition,5000 cc (V8),550,300,3.9,110000,P,2,680
Jaguar Land Rover,Jaguar E-PACE S,1999 cc (I4),200,230,7,50000,P,5,430
Jaguar Land Rover,Jaguar I-PACE HSE,90 kWh (Battery),400,200,4.5,90000,E,5,696
Jaguar Land Rover,Jaguar F-Type V8 R,5000 cc (V8),550,300,3.9,100000,P,2,680
Jaguar Land Rover,Jaguar F-Type R-Dynamic,1999 cc (I4) / 2995 cc (V6),300,250,5.1,70000,P,2,400
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,1999 cc (I4),300,250,5.5,55000,P,5,400
Jaguar Land Rover,Jaguar XF Sportbrake,1999 cc (I4) / 2995 cc (V6),250,250,6.5,60000,P,5,400
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,90 kWh (Battery),400,200,4.5,85000,E,5,696
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,1999 cc (I4),247,225,6.4,60000,P,5,365
Jaguar Land Rover,Jaguar E-PACE R-Dynamic,1999 cc (I4),246,230,6.8,55000,P,5,430
Jaguar Land Rover,Jaguar XJ50,2995 cc (V6),300,250,6,80000,P,5,400
Jaguar Land Rover,Jaguar F-Type 75th Anniversary Edition,5000 cc (V8),550,300,3.9,100000,P,2,680
Jaguar Land Rover,Jaguar F-PACE S AWD,1999 cc (I4) / 2995 cc (V6),340,250,5.4,65000,P,5,480
Jaguar Land Rover,Jaguar XE SE,1999 cc (I4),250,240,6.2,50000,P,5,365
Jaguar Land Rover,Jaguar F-Type V6 S Convertible,2995 cc (V6),380,280,4.8,80000,P,2,460
Jaguar Land Rover,Jaguar XE R-Sport AWD,1999 cc (I4) / 2995 cc (V6),300,250,5.5,55000,P,5,400
Jaguar Land Rover,Jaguar XF Portfolio AWD,1999 cc (I4) / 2995 cc (V6),340,250,5.4,60000,P,5,450
Jaguar Land Rover,Jaguar F-Type Coupe R,5000 cc (V8),550,300,3.9,100000,P,2,680
Jaguar Land Rover,Jaguar I-PACE First Edition,90 kWh (Battery),400,200,4.5,85000,E,5,696
Jaguar Land Rover,Jaguar F-PACE Prestige AWD,1999 cc (I4) / 2995 cc (V6),340,250,5.4,65000,P,5,480
Jaguar Land Rover,Jaguar XJ Supercharged,5000 cc (V8),510,280,4.2,90000,P,5,625
Jaguar Land Rover,Jaguar F-Type P450 AWD,5000 cc (V8),450,290,4,90000,P,2,600
Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,1999 cc (I4) + Electric,398,220,5.1,75000,,5,640
Jaguar Land Rover,Jaguar F-Type P300 Coupe,1999 cc (I4),300,250,5.5,60000,P,2,400
Acura,NSX Type S,"3,493 cc (V6)",600,307,2.9,157000,H,2,666
Acura,TLX PMC Edition,"3,500 cc (V6)",290,250,5.7,62000,P,5,362
Acura,MDX Advance,"3,500 cc (V6)",290,190,6,60000,P,7,362
Acura,RDX Technology,"1,500 cc (I4)",272,210,6.6,45000,P,5,400
Acura,ILX Premium,"2,400 cc (I4)",201,200,6.6,30000,P,5,180
Acura,TLX A-Spec,"3,500 cc (V6)",290,250,5.7,50000,P,5,362
Acura,RDX SH-AWD,"1,500 cc (I4)",272,210,6.6,50000,P,5,400
Acura,MDX SH-AWD,"3,500 cc (V6)",290,190,6,55000,P,7,362
Acura,RDX Platinum Elite,"1,500 cc (I4)",272,210,6.6,55000,P,5,400
Acura,TLX A-Spec Sedan,"3,500 cc (V6)",290,250,5.7,50000,P,5,362
Acura,TLX 2.4L,"2,400 cc",206,210,6,35000,P,5,247
Acura,MDX Hybrid,"3,500 cc",321,190,6,55000,H,7,335
Acura,RDX Hybrid,"1,500 cc",247,210,6.6,50000,H,5,400
Acura,ILX Technology Package,"2,400 cc",201,200,6.6,30000,P,5,180
Acura,NSX GT3 (Track Version),"3,493 cc",500,300,3,150000,H,2,600
Acura,RDX Turbo AWD,"1,500 cc",272,210,6.6,45000,P,5,400
Acura,TLX 3.5L V6,"3,500 cc",290,250,5.7,50000,P,5,362
Acura,ILX Special Edition,"2,400 cc",201,200,6.6,30000,P,5,180
Acura,MDX SH-AWD w/Technology Package,"3,500 cc",290,190,6,55000,P,7,362
Acura,NSX 3.5L Hybrid Coupe,"3,493 cc",537,307,2.9,157000,H,2,666
Acura,MDX Elite,"3,500 cc",290,190,6,58000,P,7,362
Acura,TLX V6 Advance,"3,500 cc",290,250,5.7,46000,P,5,362
Acura,NSX Carbon Edition,"3,493 cc",537,307,2.9,157000,H,2,666
Acura,RDX Turbo SH-AWD,"1,500 cc",272,210,6.6,42000,P,5,400
Acura,ILX Technology Plus,"2,400 cc",201,200,6.6,28000,P,5,180
Acura,TLX Type S PMC Edition,"3,000 cc",355,250,5.1,54000,P,5,480
Acura,MDX Sport Hybrid,"3,500 cc",321,190,6,52000,H,7,335
Peugeot,208,"1,199 cc",82,180,10.5,22000,P,5,160
Peugeot,2008,"1,199 cc",100,190,9,25000,P,5,205
Peugeot,301,"1,598 cc",115,185,10,23500,P,5,150
Peugeot,308,"1,598 cc",130,200,8,28000,P,5,230
Peugeot,3008,"1,598 cc",180,210,7.5,32000,P,5,400
Peugeot,5008,"1,998 cc",165,200,9.5,35000,D,7,400
Peugeot,508,"1,998 cc",180,235,8,35500,P,5,300
Peugeot,Partner,"1,560 cc",75,160,12,22500,D,5,200
Peugeot,Expert,"1,997 cc",120,180,10,30000,D,3,300
Peugeot,Boxer,"2,200 cc",140,160,11,32000,D,3,340
Peugeot,e-208,50 kWh,136,150,8.1,35000,E,5,260
Peugeot,e-2008,50 kWh,136,150,8.5,38000,E,5,260
Peugeot,208 GTI,"1,598 cc",208,230,6.5,28000,P,5,300
Peugeot,308 GTI,"1,598 cc",270,250,6,35000,P,5,330
Peugeot,508 PSE (Peugeot Sport Engineered),"1,598 cc (petrol) + Electric Motor",360,250,5.2,55000,H,5,520
Peugeot,308 Allure,"1,199 cc",130,205,9.3,25000,P,5,230
Peugeot,2008 Allure,"1,199 cc",130,200,9.7,27000,P,5,230
Peugeot,3008 Allure,"1,499 cc",180,210,8,30000,P,5,250
Peugeot,5008 Allure,"1,499 cc",180,200,8.5,33000,P,7,250
Peugeot,508 Allure,"1,499 cc",180,225,8,35000,P,5,250
Peugeot,3008 GT,"1,598 cc",200,220,7.5,35000,P,5,280
Peugeot,508 GT,"1,598 cc",225,235,6.8,40000,P,5,300
Peugeot,3008 GT Hybrid,"1,598 cc (petrol) + Electric Motor",300,235,6,45000,H,5,400
Peugeot,5008 GT Hybrid,"1,598 cc (petrol) + Electric Motor",300,210,6.5,48000,H,7,400
Peugeot,208 Allure Premium,"1,199 cc",130,200,9.5,28000,P,5,230
Peugeot,Partner Tepee,"1,560 cc",100,170,12,25000,D,5,260
Peugeot,Expert L2H1,"1,997 cc",120,160,13,30000,D,3,320
Peugeot,Boxer L2H2,"2,200 cc",130,140,14,35000,D,3,350
Peugeot,Partner Electric,-,136,130,9,40000,E,5,260
Peugeot,Expert Electric,-,136,130,9.5,45000,E,5,260
Peugeot,208 PSE (Peugeot Sport Engineered),"1,598 cc (petrol) + Electric Motor",225,250,5.5,45000,H,5,360
Peugeot,308 PSE,"1,598 cc (petrol) + Electric Motor",360,250,5,55000,H,5,520
Peugeot,508 PSE,"1,598 cc (petrol) + Electric Motor",360,250,5.2,60000,H,5,520
Peugeot,3008 PSE,"1,598 cc (petrol) + Electric Motor",300,235,6,50000,H,5,400
Peugeot,2008 Active,"1,199 cc",100,190,11.2,22000,P,5,205
Peugeot,3008 Active,"1,499 cc",130,200,10,30000,P,5,240
Peugeot,5008 Active,"1,499 cc",130,190,10.5,33000,P,7,240
Peugeot,3008 Allure Premium,"1,499 cc",130,200,9.8,32000,P,5,240
Peugeot,5008 Allure Premium,"1,499 cc",130,190,10.2,35000,P,7,240
Peugeot,3008 GT Line,"1,598 cc",180,210,8.5,35000,P,5,250
Peugeot,5008 GT Line,"1,598 cc",180,200,9,38000,P,7,250
Peugeot,2008 GT,"1,199 cc",130,200,9.3,25000,P,5,230
Peugeot,5008 GT,"1,598 cc",180,210,8.2,40000,P,7,250
Peugeot,508 SW (Station Wagon),"1,598 cc",180,220,8.4,35000,P,5,300
Peugeot,508 Saloon,"1,598 cc",180,210,8.6,37000,P,5,300
Peugeot,308 Saloon,"1,199 cc",130,200,9,28000,P,5,230
Peugeot,301 Sedan,"1,199 cc",82,180,12,20000,P,5,115
Peugeot,208 Sedan,"1,199 cc",100,190,11.2,22000,P,5,205
Ford,Fusion (Mondeo),"1,500 - 2,000 cc",272,220,7.5,47000,H,5,373
Ford,Taurus,"2,000 - 3,500 cc",272,220,6.5,47000,P,5,373
Ford,Fiesta,"1,000 - 1,500 cc",272,200,7,47000,P,5,373
Ford,Focus,"1,000 - 2,000 cc",272,220,6.5,47000,P,5,373
Ford,KA+,"1,200 cc",272,165,10.5,47000,P,5,373
Ford,EcoSport,"1,000 - 2,000 cc",272,180,9,47000,P,5,373
Ford,Escape (Kuga),"1,500 - 2,500 cc",272,190,7.5,47000,H,5,373
Ford,Edge,"2,000 - 2,700 cc",272,200,6.5,47000,P,5,373
Ford,Explorer,"2,300 - 3,000 cc",272,200,6,47000,P,7,373
Ford,Expedition,"3,500 - 5,400 cc",272,180,6.5,47000,P,8,373
Ford,Bronco,"2,300 - 2,700 cc",272,200,7.5,47000,P,4,373
Ford,Bronco Sport,"1,500 - 2,000 cc",272,185,7,47000,P,5,373
Ford,F-150,"3,300 - 5,000 cc",272,200,5.75,47000,P,5,373
Ford,F-250 Super Duty,"6,200 - 7,300 cc",272,180,6.75,47000,P,5,373
Ford,F-350 Super Duty,"6,700 - 7,300 cc",272,180,7.5,47000,D,5,373
Ford,Maverick,"2,500 - 2,000 cc",272,180,7.25,47000,H,5,373
Ford,Ranger,"2,300 - 2,700 cc",272,180,6.5,47000,P,5,373
Ford,Mustang Mach-E,Battery (68-98 kWh),272,180,3.5  (GT Model),47000,E,5,373
Ford,F-150 Lightning,Battery (98 kWh),452,180,4.5,47000,E,5,1051
Ford,Escape Hybrid,"2,500 cc",200,180,7.7,47000,H,5,373
Ford,Explorer Hybrid,"3,300 cc",318,180,7.5,47000,H,7,500
Ford,Mustang,"5,000 cc",450,250,4.3,55000,P,4,530
Ford,GT,"3,500 cc",660,348,3,500000,P,2,746
Ford,Focus ST,"2,300 cc",280,250,5.7,30000,P,5,420
Ford,Fiesta ST,"1,500 cc",200,230,6.5,23000,P,5,290
Ford,Bronco Raptor,"3,000 cc",400,220,5.5,70000,P,4,583
Ford,Ranger Raptor,"2,700 cc",392,200,6,45000,P,5,583
Ford,F-150 Raptor,"3,500 cc",450,200,5,70000,P,5,691
Ford,Puma,"1,000 cc",123,191,9.6,28000,P,5,200
Ford,Territory,"1,500 cc",140,180,11,32000,P,5,225
Ford,Everest,"2,000 cc",210,190,10.5,52000,D,7,500
Ford,Flex,"3,500 cc",287,200,7.9,31000,P,7,345
Ford,Transit,"2,000 cc",170,160,12,43455,D,8.5,405
Ford,Transit Connect,"2,000 cc",162,175,10.5,29365,P,4.5,200
Ford,F-450 Super Duty,"6,700 cc",475,165,8.5,61625,D,4,1424
Ford,F-550 Super Duty,"6,700 cc",475,165,8.8,64540,D,4,1424
Ford,Mustang Shelby GT500,"5,200 cc",760,290,3.5,79420,P,2,847
Ford,Mustang Shelby GT350,"5,200 cc",526,280,4,59140,P,2,582
Ford,F-150 Platinum,"3,500 cc",400,180,6.5,64695,P,5,678
Ford,F-150 Limited,"3,500 cc",450,190,6.1,84910,P,5,678
Ford,Explorer Platinum,"3,000 cc",400,230,6,56505,P,7,563
Ford,Expedition King Ranch,"3,500 cc",440,210,6.8,79560,P,7.5,691
Ford,Transit Custom,"2,000 cc",130,160,12.5,35000,D,5.5,385
